kind,condition,group,group_rule,step,horizon_s,metric,cohort,mean,std,min,max,n_seeds,n_flights,n_origins
endpoint,Actual,high,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep17,3.1178539323574372,0.11855349543496482,2.9931221184265566,3.229070757686633,3,8,272
endpoint,Actual,high,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep7,2.458666100266474,0.019152912663648144,2.4467848241217816,2.4807610108814484,3,9,231
endpoint,Actual,high,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,ALL,0.615153812416173,0.0019266926911455438,0.6131336194713835,0.6169709157506703,3,17,503
endpoint,Actual,high,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep17,0.5983720345384039,0.004514837533219483,0.5943835042061636,0.6032736141513919,3,8,272
endpoint,Actual,high,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep7,0.6300709483075232,0.004115301679167618,0.6260976023598634,0.634314853966683,3,9,231
endpoint,Actual,high,horizon_specific_train_quantiles,10,0.2,position_rmse_m,ALL,0.08477524991015817,0.0008725014435406871,0.08392444107922438,0.0856679358455725,3,17,503
endpoint,Actual,high,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep17,0.05037248262568986,0.0010660366574905078,0.04950204619791446,0.051561484279309906,3,8,272
endpoint,Actual,high,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep7,0.11535548749635222,0.000752378638195511,0.11452212541816653,0.11598478168225038,3,9,231
endpoint,Actual,high,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,ALL,0.273835651418654,0.003634675868022493,0.2700302795524556,0.27727138248662186,3,17,503
endpoint,Actual,high,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep17,0.3117154236526982,0.005427806116925903,0.3062268330317962,0.31708033129427493,3,8,272
endpoint,Actual,high,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep7,0.24016474276617025,0.002078447057926418,0.23785556534859736,0.24188565021315245,3,9,231
endpoint,Actual,high,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,ALL,5.062935710283232,0.020495575032305355,5.039307919635567,5.075917607206997,3,17,454
endpoint,Actual,high,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep17,5.771197760658232,0.13157001917456554,5.659066925227521,5.916036354247855,3,8,269
endpoint,Actual,high,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep7,4.4333694432832305,0.09030820906999576,4.3291453876151245,4.488411025776051,3,9,185
endpoint,Actual,high,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,ALL,0.6687925217397872,0.0027702067508158976,0.6657598839349868,0.6711899628816851,3,17,454
endpoint,Actual,high,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep17,0.6269487031941505,0.0008867356723480835,0.6263673550580322,0.6279693265146159,3,8,269
endpoint,Actual,high,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep7,0.7059870271136863,0.00596545018074616,0.6993514905308719,0.7109059938789133,3,9,185
endpoint,Actual,high,horizon_specific_train_quantiles,25,0.5,position_rmse_m,ALL,0.2268758693142784,0.0021987215481559493,0.22517131120364242,0.229357638376293,3,17,454
endpoint,Actual,high,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep17,0.16795584145766385,0.0049860649883037705,0.16343878699018605,0.17330597155577065,3,8,269
endpoint,Actual,high,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep7,0.27924922740904684,0.0025138393484761905,0.27677001820507136,0.281796321805312,3,9,185
endpoint,Actual,high,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,ALL,0.5080968531719824,0.014407029122322624,0.49258926567449396,0.5210658684536298,3,17,454
endpoint,Actual,high,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep17,0.506142872395544,0.028075652942823427,0.47529803003389925,0.530207577008992,3,8,269
endpoint,Actual,high,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep7,0.509833724973261,0.0027091610256389765,0.5079592529105781,0.5129399052933077,3,9,185
endpoint,Actual,high,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,ALL,8.100501848340036,0.06090469104102577,8.039234240836805,8.161037016507432,3,17,468
endpoint,Actual,high,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep17,8.959375179237227,0.14472242420406495,8.801443856012495,9.085646791065875,3,8,273
endpoint,Actual,high,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep7,7.33705888754253,0.025771502122167358,7.310300418380361,7.3617145829028585,3,9,195
endpoint,Actual,high,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,ALL,0.6591332731040076,0.007918460571131311,0.6508769470311911,0.6666639098950625,3,17,468
endpoint,Actual,high,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep17,0.6725619418076724,0.012287371051888351,0.6654054650961583,0.6867499925168574,3,8,273
endpoint,Actual,high,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep7,0.6471966787007499,0.0085424799581403,0.6379627087512204,0.6548177131197845,3,9,195
endpoint,Actual,high,horizon_specific_train_quantiles,50,1.0,position_rmse_m,ALL,0.5940993676916511,0.0069748822411258606,0.5861822148626303,0.5993377880767374,3,17,468
endpoint,Actual,high,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep17,0.47565731526127686,0.023522965357590273,0.44958736400820754,0.4952951789272481,3,8,273
endpoint,Actual,high,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep7,0.6993811920742058,0.007910402073659168,0.6918201073207279,0.7075998600665616,3,9,195
endpoint,Actual,high,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,ALL,0.833031274695997,0.026688999262011542,0.8106567286645974,0.8625716795704351,3,17,468
endpoint,Actual,high,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep17,0.8845432276485035,0.04038168014235841,0.8463426034030647,0.9267998417549992,3,8,273
endpoint,Actual,high,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep7,0.7872428720715465,0.01581463951975327,0.7773126852445241,0.8054799798508225,3,9,195
endpoint,Actual,low,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,ALL,1.247594168027815,0.03170989958032173,1.21101139765517,1.2672247377760375,3,17,684
endpoint,Actual,low,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep17,1.2156568626061437,0.029876828549258452,1.1818258401217003,1.2384222731983199,3,8,228
endpoint,Actual,low,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep7,1.2759828839581895,0.03467244525545946,1.2369541154626986,1.3032267495783723,3,9,456
endpoint,Actual,low,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,ALL,0.5155007211920949,0.0020933310075341846,0.5138183759947954,0.5178449974747753,3,17,684
endpoint,Actual,low,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep17,0.4654700116209674,0.0026545801084673355,0.4626162854707364,0.46786588493694015,3,8,228
endpoint,Actual,low,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep7,0.559972463033097,0.002054307189717906,0.5583151684635924,0.5622708752861842,3,9,456
endpoint,Actual,low,horizon_specific_train_quantiles,5,0.1,position_rmse_m,ALL,0.029892097097346,8.726843688025396e-05,0.02981204343969129,0.029985127124167434,3,17,684
endpoint,Actual,low,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep17,0.017149854730963827,0.00028513120308077024,0.0169720478481836,0.017478733873826553,3,8,228
endpoint,Actual,low,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep7,0.041218534756352364,0.00012593265109934386,0.041101921124470434,0.04135207439928653,3,9,456
endpoint,Actual,low,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,ALL,0.11577811454362563,0.003963525172452285,0.11162349755127854,0.11951792116847137,3,17,684
endpoint,Actual,low,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep17,0.12114840159714486,0.004374880253352706,0.11735922629237068,0.12593629015221086,3,8,228
endpoint,Actual,low,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep7,0.11100452605160853,0.003920748425191225,0.10652507200364109,0.11381270429403628,3,9,456
endpoint,Actual,low,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,ALL,1.912622789629741,0.03494936650305131,1.872270331667776,1.9332654639831768,3,17,787
endpoint,Actual,low,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep17,1.8823422300898374,0.04619143177222935,1.8301747356251263,1.9180469315432807,3,8,240
endpoint,Actual,low,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep7,1.9395388425540994,0.027518319287435353,1.909688639261242,1.9638969669894624,3,9,547
endpoint,Actual,low,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,ALL,0.5663531455671729,0.0035916417206617282,0.5623334251627209,0.5692469040396326,3,17,787
endpoint,Actual,low,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep17,0.5266560645030799,0.003031468617756916,0.5231578958776804,0.5285143009190478,3,8,240
endpoint,Actual,low,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep7,0.6016394398463668,0.004265681879931216,0.5971561178605348,0.6056477105526292,3,9,547
endpoint,Actual,low,horizon_specific_train_quantiles,10,0.2,position_rmse_m,ALL,0.0665363458789801,0.0003225887751110056,0.06617397867272114,0.06679223573150467,3,17,787
endpoint,Actual,low,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep17,0.035979548454356136,0.0007252814258094717,0.03528231361087793,0.03672995042831715,3,8,240
endpoint,Actual,low,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep7,0.09369794358975692,0.00022317980310865765,0.09351426711211579,0.09394632715168434,3,9,547
endpoint,Actual,low,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,ALL,0.15708423052486045,0.0023715594561069444,0.1552967233711149,0.1597746220411444,3,17,787
endpoint,Actual,low,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep17,0.167010666714655,0.0012367413164564806,0.1656526193600396,0.16807219479820806,3,8,240
endpoint,Actual,low,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep7,0.14826073168948753,0.004589463630979468,0.14394074876925428,0.1530790096459685,3,9,547
endpoint,Actual,low,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,ALL,3.4052980405246838,0.04862693563529011,3.356227742489765,3.4534691421853476,3,17,888
endpoint,Actual,low,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep17,3.4612998319076085,0.11215546535049357,3.371229958371479,3.586922682278614,3,8,201
endpoint,Actual,low,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep7,3.355518670406528,0.0736332392516363,3.2944329757493485,3.4372792622566806,3,9,687
endpoint,Actual,low,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,ALL,0.5585118319023715,0.004826245589753623,0.553049721883558,0.562200311634354,3,17,888
endpoint,Actual,low,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep17,0.4989256438884084,0.007670627271205291,0.49032986758222996,0.505073665821624,3,8,201
endpoint,Actual,low,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep7,0.6114773323592279,0.004158928771837437,0.6088007034847387,0.6162686790770058,3,9,687
endpoint,Actual,low,horizon_specific_train_quantiles,25,0.5,position_rmse_m,ALL,0.1829775615797006,0.003197437543854104,0.1799022976943684,0.18628456371357216,3,17,888
endpoint,Actual,low,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep17,0.1168505530588047,0.006516770858661011,0.11100318864555662,0.12387600920950505,3,8,201
endpoint,Actual,low,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep7,0.24175712470938593,0.0006103214859249276,0.24114595018220117,0.24236658956210258,3,9,687
endpoint,Actual,low,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,ALL,0.2929112071847979,0.011028979622615155,0.2858710533178651,0.30562179915625287,3,17,888
endpoint,Actual,low,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep17,0.30333724106868504,0.021427047485820968,0.28749024893348446,0.32771591851358395,3,8,201
endpoint,Actual,low,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep7,0.2836436215102316,0.002816976315870377,0.280516514254755,0.28598258194973636,3,9,687
endpoint,Actual,low,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,ALL,5.764475245238477,0.1937973243883052,5.546251913695166,5.916497703564797,3,17,926
endpoint,Actual,low,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep17,6.273461880861492,0.44062965579199526,5.788296310106224,6.6487671974034255,3,8,208
endpoint,Actual,low,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep7,5.312042680240242,0.040443150206893166,5.26559148681935,5.3394352147938156,3,9,718
endpoint,Actual,low,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,ALL,0.5979165261269642,0.013183996397173218,0.5877215633306083,0.6128050652405458,3,17,926
endpoint,Actual,low,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep17,0.5804758963024235,0.02340451330667397,0.5668047857722354,0.6075004781853566,3,8,208
endpoint,Actual,low,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep7,0.6134193081932225,0.00617754839046007,0.6063142544936065,0.6175202537340472,3,9,718
endpoint,Actual,low,horizon_specific_train_quantiles,50,1.0,position_rmse_m,ALL,0.4533594612779939,0.009798688887689469,0.44389058082607713,0.46345762513201244,3,17,926
endpoint,Actual,low,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep17,0.3246883434680625,0.020900578067771923,0.30947683396088976,0.34852036234657685,3,8,208
endpoint,Actual,low,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep7,0.5677337882201553,0.005718881493437937,0.5633694669284659,0.5742078167907113,3,9,718
endpoint,Actual,low,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,ALL,0.5743512818863853,0.01559259806927117,0.5624647325404257,0.5920061564942326,3,17,926
endpoint,Actual,low,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep17,0.5884587856676289,0.03474705038761629,0.5683730042329239,0.6285812134285844,3,8,208
endpoint,Actual,low,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep7,0.5618112785252799,0.0060959819918306275,0.5572129354804274,0.5687259053206035,3,9,718
endpoint,Actual,middle,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,ALL,1.3506460149133603,0.02717401209404714,1.3311000062979645,1.3816767729521695,3,17,1290
endpoint,Actual,middle,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep17,1.3690858939758062,0.01023049907007861,1.359610157529412,1.3799328476724384,3,8,579
endpoint,Actual,middle,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep7,1.3342550113022973,0.04260020983273707,1.3057576496477892,1.3832269287563745,3,9,711
endpoint,Actual,middle,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,ALL,0.5312580471386027,0.003367891536468746,0.5285423334732208,0.5350265818566946,3,17,1290
endpoint,Actual,middle,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep17,0.4962477193317876,0.0038339847354372457,0.491878678071847,0.49905114851984084,3,8,579
endpoint,Actual,middle,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep7,0.5623783385224385,0.004146258404789093,0.5589980213589758,0.5670047448227868,3,9,711
endpoint,Actual,middle,horizon_specific_train_quantiles,5,0.1,position_rmse_m,ALL,0.034424883282163296,0.00013936983851220626,0.03427850237354692,0.03455598249298897,3,17,1290
endpoint,Actual,middle,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep17,0.01776963936255457,0.00029356070959692446,0.017498893604464612,0.01808164870747302,3,8,579
endpoint,Actual,middle,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep7,0.04922954454403772,5.684546223655972e-05,0.04919371016828674,0.0492950887170455,3,9,711
endpoint,Actual,middle,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,ALL,0.12095592846005772,0.004405395451565393,0.11627042756439994,0.12501392527569086,3,17,1290
endpoint,Actual,middle,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep17,0.1274815719479188,0.0032898716957818885,0.12516895250640314,0.13124788152763248,3,8,579
